شَبَكَة,shabaka,tarmoq,сеть,Raqamli hayot,9
وَاي فَاي,waay faay,wifi,wifi,Raqamli hayot,9
حِسَاب,hisaab,akkaunt,аккаунт,Raqamli hayot,9
كَلِمَةُ السِّر,kalimat as-sirr,parol,пароль,Raqamli hayot,9
رِسَالَة,risaala,xabar,сообщение,Raqamli hayot,9
بَرِيد إِلِكْتُرُونِي,bariid elektroniy,email,эл.почта,Raqamli hayot,9
مِلَف,milaf,fayl,файл,Raqamli hayot,9
مُجَلَّد,mujallad,papka,папка,Raqamli hayot,9
تَحْمِيل,tahmiil,yuklab olish,скачивание,Raqamli hayot,9
رَفْع,raf',yuklash (upload),загрузка,Raqamli hayot,9
رَابِط,raabit,havola,ссылка,Raqamli hayot,9
تَطْبِيق,tatbiq,ilova,приложение,Raqamli hayot,9
تَحْدِيث,tahdiith,yangilash,обновление,Raqamli hayot,9
نِظَام,nizaam,tizim,система,Raqamli hayot,9
بَرْمَجَة,barmaja,dasturlash,программирование,Raqamli hayot,9
شِيفْرَة,shifra,kod,код,Raqamli hayot,9
قَاعِدَة بَيَانَات,qaa'idat bayanaat,ma’lumotlar bazasi,база данных,Raqamli hayot,9
خَادِم,khaadim,server,сервер,Raqamli hayot,9
سَحَابَة,sahaaba,bulut,облако,Raqamli hayot,9
أَمْن,amn,xavfsizlik,безопасность,Raqamli hayot,9
فَيْرُوس,fayruus,virus,вирус,Raqamli hayot,9
حِمَايَة,himaaya,himoya,защита,Raqamli hayot,9
نُسْخَة, nuskha,nusxa,версия,Raqamli hayot,9
نَسْخ, naskh,nusxa olish,копировать,Raqamli hayot,9
لَصْق,lasq,yopishtirish,вставить,Raqamli hayot,9
حَذْف,hadf,o‘chirish,удалить,Raqamli hayot,9
حِفْظ,hifz,saqlash,сохранить,Raqamli hayot,9
بَحْث,bahth,qidiruv,поиск,Raqamli hayot,9
مُسْتَخْدِم,mustakhdim,foydalanuvchi,пользователь,Raqamli hayot,9
تَسْجِيل,tasjiil,ro‘yxatdan o‘tish,регистрация,Raqamli hayot,9
دُخُول,dukhuul,kirish (login),вход,Raqamli hayot,9
خُرُوج,khuruuj,chiqish (logout),выход,Raqamli hayot,9
إِعْجَاب,i'jaab,like,лайк,Raqamli hayot,9
تَعْلِيق,ta'liiq,izoh,комментарий,Raqamli hayot,9
مُتَابَعَة,mutaaba'a,kuzatish,подписка,Raqamli hayot,9
مُشَارَكَة,mushaaraka,ulashish,поделиться,Raqamli hayot,9
إِعْلَان,i'laan,reklama,реклама,Raqamli hayot,9
تَكْوِين,takwiin,sozlamalar,настройки,Raqamli hayot,9
مَكْتَب,maktab,ofis,офис,Ish va biznes,10
شَرِكَة,sharika,kompaniya,компания,Ish va biznes,10
عَمَل,amal,ish,работа,Ish va biznes,10
وَظِيفَة,waziifa,vakansiya,вакансия,Ish va biznes,10
مُدِير,mudiir,menejer,менеджер,Ish va biznes,10
مُوَظَّف,muwazzaf,xodim,сотрудник,Ish va biznes,10
زَمِيل,zamiil,hamkasb,коллега,Ish va biznes,10
اِجْتِمَاع,ijtimaa',uchrashuv,встреча,Ish va biznes,10
مَشْرُوع,mashruu',loyiha,проект,Ish va biznes,10
خُطَّة,khutta,reja,план,Ish va biznes,10
هَدَف,hadaf,maqsad,цель,Ish va biznes,10
مُدَّة,mudda,muddat,срок,Ish va biznes,10
مَوْعِد,maw'id,vaqt (deadline),срок/время,Ish va biznes,10
رَاتِب,raatib,oylik,зарплата,Ish va biznes,10
مُقَابَلَة,muqaabala,suhbat (intervyu),собеседование,Ish va biznes,10
سِيرَة ذَاتِيَّة,siira dhaatiyya,CV,резюме,Ish va biznes,10
مَهَارَة,mahaara,ko‘nikma,навык,Ish va biznes,10
خِبْرَة,khibra,tajriba,опыт,Ish va biznes,10
عَقْد,aqd,shartnoma,договор,Ish va biznes,10
مُدَاخَلَة,mudaakhala,kirim,доход,Ish va biznes,10
مَصْرُوف,masruuf,chiqim,расход,Ish va biznes,10
فَاتُورَة,fatuura,hisob-faktura,счёт-фактура,Ish va biznes,10
دَفْع,daf',to‘lov,платёж,Ish va biznes,10
سِعْر,si'r,narx,цена,Ish va biznes,10
خَصْم,khasm,chegirma,скидка,Ish va biznes,10
رِبْح,ribh,foyda,прибыль,Ish va biznes,10
خَسَارَة,khasaara,zarar,убыток,Ish va biznes,10
عُمْلَة,umla,valyuta,валюта,Ish va biznes,10
بَنْك,bank,bank,банк,Ish va biznes,10
حِسَاب بَنْكِي,hisaab banki,bank hisobi,банковский счёт,Ish va biznes,10
بِطَاقَة,biṭaaqa,karta,карта,Ish va biznes,10
نَقْد,naqd,naqd pul,наличные,Ish va biznes,10
تَحْوِيل,tahwiil,o‘tkazma,перевод,Ish va biznes,10
زَبُون,zabuun,mijoz,клиент,Ish va biznes,10
عَرْض,ard,taklif,предложение,Ish va biznes,10
طَلَب,talab,so‘rov,запрос,Ish va biznes,10
تَسْوِيق,taswiiq,marketing,маркетинг,Ish va biznes,10
مُحَاسَبَة,muhaasaba,buxgalteriya,бухгалтерия,Ish va biznes,10
مُدِير عَام,mudiir aam,bosh direktor,гендиректор,Ish va biznes,10
فَرِيق,farii q,jamoa,команда,Ish va biznes,10
عَمِيل,amiil,klient,клиент,Ish va biznes,10
تَوْظِيف,tawziif,ishga olish,найм,Ish va biznes,10
تَرْقِيَة,tarqiya,ko‘tarilish,повышение,Ish va biznes,10
اِسْتِقَالَة,istiqala,ishdan ketish,увольнение, Ish va biznes,10
اِتِّصَال,ittisaal,aloqa,контакт,So‘zlashuv,11
رَقْم,raqm,raqam,номер,So‘zlashuv,11
عُنْوَان,unwaan,manzil,адрес,So‘zlashuv,11
مَدِينَة,madiina,shahar,город,So‘zlashuv,11
قَرْيَة,qarya,qishloq,деревня,So‘zlashuv,11
بَلَد,balad,mamlakat,страна,So‘zlashuv,11
شَارِع,shaari',ko‘cha,улица,So‘zlashuv,11
حَيّ,hayy,mahalla,район,So‘zlashuv,11
بِنَايَة,binaaya,bino,здание,So‘zlashuv,11
طَابِق,taabiq,qavat,этаж,So‘zlashuv,11
بَاب,baab,eshik,дверь,So‘zlashuv,11
نَافِذَة,naafidha,deraza,окно,So‘zlashuv,11
مَكْتَب,maktab,ish xonasi,офис,So‘zlashuv,11
مُسْتَشْفَى,mustashfaa,kasalxona,больница,So‘zlashuv,11
صَيْدَلِيَّة,saydaliyya,apteka,аптека,So‘zlashuv,11
مَطْعَم,mat'am,restoran,ресторан,So‘zlashuv,11
مَقْهًى,maqha,kafe,кафе,So‘zlashuv,11
مَسْجِد,masjid,masjid,мечеть,So‘zlashuv,11
مَكْتَبَة,maktaba,kutubxona,библиотека,So‘zlashuv,11
مَلْعَب,mal'ab,stadion,стадион,So‘zlashuv,11
حَدِيقَة,hadiiqa,bog‘,парк,So‘zlashuv,11
سَاحَة,saaha,maydon,площадь,So‘zlashuv,11
مَرْكَز,markaz,markaz,центр,So‘zlashuv,11
قَرِيب مِن,qariib min,yaqinida,рядом с,So‘zlashuv,11
بَعِيد عَنْ,ba'iid 'an,uzoqda,далеко от,So‘zlashuv,11
فِي,fi,ichida/da,в,So‘zlashuv,11
عَلَى,ala,ustida/da,на,So‘zlashuv,11
إِلَى,ila,ga,к,So‘zlashuv,11
مَعَ,ma'a,bilan,с,So‘zlashuv,11
بِدُون,biduun,siz,без,So‘zlashuv,11
قَبْل,qabl,oldin,до,So‘zlashuv,11
بَعْد,ba'd,keyin,после,So‘zlashuv,11
الْيَوْم,al-yawm,bugun,сегодня,So‘zlashuv,11
غَدًا,ghadan,ertaga,завтра,So‘zlashuv,11
أَمْس,ams,kecha,вчера,So‘zlashuv,11
الآن,al-aan,hozir,сейчас,So‘zlashuv,11
دَائِمًا,daa'iman,doim,всегда,So‘zlashuv,11
أَحْيَانًا,ahyaanan,ba’zan,иногда,So‘zlashuv,11
نَادِرًا,naadiran,kamdan-kam,редко,So‘zlashuv,11
سَرِيعًا,sarii'an,tezda,быстро,So‘zlashuv,11
بِهُدُوء,bihuduu',tinch,спокойно,So‘zlashuv,11
arabic,transliteration,uz,ru,category,lesson_id
جِسْم,jism,tana,тело,Inson,12
رَأْس,ra's,bosh,голова,Inson,12
وَجْه,wajh,yuz,лицо,Inson,12
عَيْن,ayn,ko‘z,глаз,Inson,12
أُذُن,udhun,quloq,ухо,Inson,12
أَنْف,anf,burn,нос,Inson,12
فَم,fam,og‘iz,рот,Inson,12
سِن,sinn,tish,зуб,Inson,12
لِسَان,lisan,til,язык,Inson,12
يَد,yad,qo‘l,рука,Inson,12
قَدَم,qadam,oyoq,нога,Inson,12
قَلْب,qalb,yurak,сердце,Inson,12
دَم,dam,qon,кровь,Inson,12
عَظْم,azm,suyak,кость,Inson,12
جِلْد,jild,teri,кожа,Inson,12
شَعْر,sha'r,soch,волосы,Inson,12
صِحَّة,sihha,sog‘liq,здоровье,Inson,12
مَرَض,marad,kasallik,болезнь,Inson,12
دَوَاء,dawaa,dori,лекарство,Inson,12
طَبِيب,tabib,shifokor,врач,Inson,12
مُمَرِّض,mumarridsh,hamshira,медсестра,Inson,12
مُسْتَشْفَى,mustashfaa,kasalxona,больница,Inson,12
فَحْص,fahs,tekshiruv,осмотр,Inson,12
عِلَاج,ilaaj,davolash,лечение,Inson,12
أَلَم,alam,og‘riq,боль,Inson,12
حُمَّى,hummaa,isitma,жар,Inson,12
سُعَال,su'aal,yo‘tal,кашель,Inson,12
زُكَام,zukaam,shamollash,простуда,Inson,12
تَعَب,ta'ab,charchoq,усталость,Inson,12
نَوْم,nawm,uyqu,сон,Inson,12
صَبَاح,sabaah,ertalab,утро,Vaqt,13
مَسَاء,masaa,kechqurun,вечер,Vaqt,13
لَيْل,layl,tun,ночь,Vaqt,13
نَهَار,nahaar,kunduz,день,Vaqt,13
أُسْبُوع,usbu',hafta,неделя,Vaqt,13
شَهْر,shahr,oy,месяц,Vaqt,13
سَنَة,sana,yil,год,Vaqt,13
دَقِيقَة,daqiiqa,daqiqa,минута,Vaqt,13
سَاعَة,saa'a,soat,час,Vaqt,13
وَقْت,waqt,vaqt,время,Vaqt,13
بَاكِرًا,baakiran,erta,рано,Vaqt,13
مُتَأَخِّرًا,muta'akhiran,kech,поздно,Vaqt,13
دَائِمًا,daa'iman,har doim,всегда,Vaqt,13
أَبَدًا,abadan,hech qachon,никогда,Vaqt,13
قَلِيلًا,qaliilan,ozgina,немного,Vaqt,13
كَثِيرًا,kathiiran,ko‘p,много,Vaqt,13
سَمَاء,samaa,osmon,небо,Tabiat,14
شَمْس,shams,quyosh,солнце,Tabiat,14
قَمَر,qamar,oy,луна,Tabiat,14
نَجْم,najm,yulduz,звезда,Tabiat,14
مَطَر,matar,yomg‘ir,дождь,Tabiat,14
رِيح,riih,shamol,ветер,Tabiat,14
ثَلْج,thalj,qor,снег,Tabiat,14
بَحْر,bahr,dengiz,море,Tabiat,14
نَهْر,nahr,daryo,река,Tabiat,14
جَبَل,jabal,tog‘,гора,Tabiat,14
وَاد,wadi,vodiy,долина,Tabiat,14
شَجَرَة,shajara,daraxt,дерево,Tabiat,14
وَرْدَة,warda,gul,цветок,Tabiat,14
أَرْض,ard,yer,земля,Tabiat,14
هَوَاء,hawaa,havo,воздух,Tabiat,14
حَيَوَان,hayawaan,hayvon,животное,Tabiat,14
طَيْر,tayr,qush,птица,Tabiat,14
سَمَك,samak,baliq,рыба,Tabiat,14
كَلْب,kalb,it,собака,Tabiat,14
قِطّ,qitt,mushuk,кот,Tabiat,14
أَكَلَ,akala,yedi,ел,Fe’llar,15
شَرِبَ,shariba,ichdi,пил,Fe’llar,15
ذَهَبَ,dhahaba,bordi,пошёл,Fe’llar,15
جَاءَ,jaa,keldi,пришёл,Fe’llar,15
نَامَ,naama,uxladi,спал,Fe’llar,15
قَامَ,qaama,turdi,встал,Fe’llar,15
جَلَسَ,jalasa,o‘tirdi,сел,Fe’llar,15
وَقَفَ,waqafa,turdi (tik),стоял,Fe’llar,15
فَتَحَ,fataha,ochdi,открыл,Fe’llar,15
أَغْلَقَ,aghlaka,yopdi,закрыл,Fe’llar,15
شَاهَدَ,shaahada,ko‘rdi,смотрел,Fe’llar,15
سَمِعَ,sami'a,eshitdi,слышал,Fe’llar,15
تَكَلَّمَ,takallama,gapirdi,говорил,Fe’llar,15
سَأَلَ,sa'ala,so‘radi,спросил,Fe’llar,15
أَجَابَ,ajaaba,javob berdi,ответил,Fe’llar,15
عَمِلَ,amila,ishladi,работал,Fe’llar,15
دَرَسَ,darasa,o‘qidi,учился,Fe’llar,15
فَهِمَ,fahima,tushundi,понял,Fe’llar,15
نَسِيَ,nasiya,unutdi,забыл,Fe’llar,15
ذَكَرَ,dhakara,esladi,вспомнил,Fe’llar,15
arabic,transliteration,uz,ru,category,lesson_id
لَوْن,lawn,rang,цвет,Ranglar,16
أَبْيَض,abyad,oq,белый,Ranglar,16
أَسْوَد,aswad,qora,чёрный,Ranglar,16
أَحْمَر,ahmar,qizil,красный,Ranglar,16
أَزْرَق,azraq,ko‘k,синий,Ranglar,16
أَخْضَر,akhḍar,yashil,зелёный,Ranglar,16
أَصْفَر,asfar,sariq,жёлтый,Ranglar,16
بُنِّي,bunni,jigarrang,коричневый,Ranglar,16
وَرْدِي,wardi,pushti,розовый,Ranglar,16
رَمَادِي,ramadi,kulrang,серый,Ranglar,16
طَعَام,ta‘aam,ovqat,еда,Oziq-ovqat,17
أَرُز,aruzz,guruch,рис,Oziq-ovqat,17
دَجَاج,dajaaj,tovuq,курица,Oziq-ovqat,17
سَمَك,samak,baliq,рыба,Oziq-ovqat,17
بَيْض,bayḍ,tuxum,яйцо,Oziq-ovqat,17
حَلِيب,haliib,sut,молоко,Oziq-ovqat,17
جُبْن,jubn,pishloq,сыр,Oziq-ovqat,17
زَيْت,zayt,yog‘,масло,Oziq-ovqat,17
سُكَّر,sukkar,shakar,сахар,Oziq-ovqat,17
مِلْح,milh,tuz,соль,Oziq-ovqat,17
فَطُور,fatuur,nonushta,завтрак,Oziq-ovqat,17
غَدَاء,ghadaa,tushlik,обед,Oziq-ovqat,17
عَشَاء,‘ashaa,kechki ovqat,ужин,Oziq-ovqat,17
مَشْرُوب,mashruub,ichimlik,напиток,Oziq-ovqat,17
حَلْوَى,halwaa,shirinlik,сладость,Oziq-ovqat,17
مِلْعَقَة,mi‘laka,qoshiq,ложка,Oziq-ovqat,17
سِكِّين,sikkiin,pichoq,нож,Oziq-ovqat,17
شَوْكَة,shawkah,sanchqi,вилка,Oziq-ovqat,17
طَبَق,ṭabaq,likop,тарелка,Oziq-ovqat,17
كَأْس,ka’s,stakan,стакан,Oziq-ovqat,17
لِبَاس,libaas,kiyim,одежда,Kiyim,18
قَمِيص,qamiis,ko‘ylak,рубашка,Kiyim,18
سِرْوَال,sirwal,shim,брюки,Kiyim,18
فُسْتَان,fustaan,ko‘ylak (ayol),платье,Kiyim,18
مِعْطَف,mi‘taf,palto,пальто,Kiyim,18
حِذَاء,hidhaa,oyoq kiyim,обувь,Kiyim,18
قُبَّعَة,qubba‘a,shlyapa,шляпа,Kiyim,18
جَوْرَب,jawrab, paypoq,носки,Kiyim,18
حِزَام,hizaam,kamar,ремень,Kiyim,18
حَقِيبَة,haqiiba,sumka,сумка,Kiyim,18
مِهْنَة,mihna,kasb,профессия,Kasblar,19
طَبِيب,ṭabiib,shifokor,врач,Kasblar,19
مُهَنْدِس,muhandis,muhandis,инженер,Kasblar,19
مُدَرِّس,mudarris,o‘qituvchi,учитель,Kasblar,19
مُبَرْمِج,mubarmij,dasturchi,программист,Kasblar,19
سَائِق,saa’iq,haydovchi,водитель,Kasblar,19
شُرْطِي,shurṭiy,politsiya,полицейский,Kasblar,19
بَائِع,baa’i’,sotuvchi,продавец,Kasblar,19
نَجَّار,najjaar,duradgor,плотник,Kasblar,19
حَدَّاد,haddaad,temirchi,кузнец,Kasblar,19
فَلَّاح,fallaah,dehqon,фермер,Kasblar,19
فَنِّي,fanniy,texnik,техник,Kasblar,19
طَالِب,ṭaalib,talaba,студент,Kasblar,19
مُحَامِي,muhaamii,advokat,юрист,Kasblar,19
صَحَفِي,ṣahafiy,jurnalist,журналист,Kasblar,19
سُؤَال,su’aal,savol,вопрос,So‘zlashuv,20
جَوَاب,jawaab,javob,ответ,So‘zlashuv,20
مُشْكِلَة,mushkila,muammo,проблема,So‘zlashuv,20
حَلّ,hall,yechim,решение,So‘zlashuv,20
فِكْرَة,fikra,g‘oya,идея,So‘zlashuv,20
خِطَّة,khitta,reja,план,So‘zlashuv,20
نَجَاح,najaah,muvaffaqiyat,успех,So‘zlashuv,20
فَشَل,fashal,muvaffaqiyatsizlik,провал,So‘zlashuv,20
تَجْرِبَة,tajriba,tajriba,опыт,So‘zlashuv,20
نَتِيجَة,natiija,natija,результат,So‘zlashuv,20
هَدَف,hadaf,maqsad,цель,So‘zlashuv,20
طَرِيق,tariiq,yo‘l,путь,So‘zlashuv,20
بِدَايَة,bidaaya,boshlanish,начало,So‘zlashuv,20
نِهَايَة,nihaaya,yakun,конец,So‘zlashuv,20
arabic,transliteration,uz,ru,category,lesson_id
وَاحِد,waahid,bir,один,Sonlar,21
اِثْنَان,ithnaan,ikki,два,Sonlar,21
ثَلَاثَة,thalaatha,uch,три,Sonlar,21
أَرْبَعَة,arba'a,to‘rt,четыре,Sonlar,21
خَمْسَة,khamsa,besh,пять,Sonlar,21
سِتَّة,sitta,olti,шесть,Sonlar,21
سَبْعَة,sab'a,yetti,семь,Sonlar,21
ثَمَانِيَة,thamaaniya,sakkiz,восемь,Sonlar,21
تِسْعَة,tis'a,to‘qqiz,девять,Sonlar,21
عَشَرَة,ashara,o‘n,десять,Sonlar,21
أَحَدَ عَشَر,ahada ashar,o‘n bir,одиннадцать,Sonlar,21
اِثْنَا عَشَر,ithnaa ashar,o‘n ikki,двенадцать,Sonlar,21
ثَلَاثَةَ عَشَر,thalaathata ashar,o‘n uch,тринадцать,Sonlar,21
أَرْبَعَةَ عَشَر,arba'ata ashar,o‘n to‘rt,четырнадцать,Sonlar,21
